,risk_score,3
0,69.0,0.0370370370370372
1,76.0,0.2962962962962967
2,70.0,0.0740740740740744
3,80.0,0.44444444444444464
4,68.0,0.0
5,68.0,0.0
6,68.0,0.0
7,70.0,0.0740740740740744
8,68.0,0.0
9,68.0,0.0
10,68.0,0.0
11,79.0,0.40740740740740744
12,80.0,0.44444444444444464
13,70.0,0.0740740740740744
14,68.0,0.0
15,68.0,0.0
16,68.0,0.0
17,85.0,0.6296296296296298
18,68.0,0.0
19,68.0,0.0
20,76.0,0.2962962962962967
21,68.0,0.0
22,68.0,0.0
23,68.0,0.0
24,80.0,0.44444444444444464
25,70.0,0.0740740740740744
26,85.0,0.6296296296296298
27,68.0,0.0
28,80.0,0.44444444444444464
29,68.0,0.0
30,68.0,0.0
31,76.0,0.2962962962962967
32,68.0,0.0
33,68.0,0.0
34,68.0,0.0
35,76.0,0.2962962962962967
36,68.0,0.0
37,68.0,0.0
38,79.0,0.40740740740740744
39,68.0,0.0
40,79.0,0.40740740740740744
41,76.0,0.2962962962962967
42,75.0,0.2592592592592595
43,68.0,0.0
44,69.0,0.0370370370370372
45,68.0,0.0
46,68.0,0.0
47,80.0,0.44444444444444464
48,68.0,0.0
49,68.0,0.0
50,68.0,0.0
51,68.0,0.0
52,76.0,0.2962962962962967
53,76.0,0.2962962962962967
54,68.0,0.0
55,68.0,0.0
56,68.0,0.0
57,75.0,0.2592592592592595
58,70.0,0.0740740740740744
59,68.0,0.0
60,69.0,0.0370370370370372
61,68.0,0.0
62,68.0,0.0
63,69.0,0.0370370370370372
64,68.0,0.0
65,76.0,0.2962962962962967
66,68.0,0.0
67,69.0,0.0370370370370372
68,69.0,0.0370370370370372
69,68.0,0.0
70,70.0,0.0740740740740744
71,69.0,0.0370370370370372
72,68.0,0.0
73,76.0,0.2962962962962967
74,68.0,0.0
75,68.0,0.0
76,68.0,0.0
77,68.0,0.0
78,68.0,0.0
79,69.0,0.0370370370370372
80,68.0,0.0
81,75.0,0.2592592592592595
82,68.0,0.0
83,68.0,0.0
84,68.0,0.0
85,86.0,0.666666666666667
86,86.0,0.666666666666667
87,76.0,0.2962962962962967
88,68.0,0.0
89,70.0,0.0740740740740744
90,68.0,0.0
91,80.0,0.44444444444444464
92,68.0,0.0
93,68.0,0.0
94,75.0,0.2592592592592595
95,68.0,0.0
96,68.0,0.0
97,68.0,0.0
98,69.0,0.0370370370370372
99,70.0,0.0740740740740744
100,80.0,0.44444444444444464
101,68.0,0.0
102,68.0,0.0
103,69.0,0.0370370370370372
104,86.0,0.666666666666667
105,68.0,0.0
106,68.0,0.0
107,76.0,0.2962962962962967
108,70.0,0.0740740740740744
109,68.0,0.0
110,68.0,0.0
111,68.0,0.0
112,69.0,0.0370370370370372
113,68.0,0.0
114,68.0,0.0
115,68.0,0.0
116,79.0,0.40740740740740744
117,68.0,0.0
118,69.0,0.0370370370370372
119,69.0,0.0370370370370372
120,68.0,0.0
121,79.0,0.40740740740740744
122,68.0,0.0
123,68.0,0.0
124,68.0,0.0
125,68.0,0.0
126,79.0,0.40740740740740744
127,68.0,0.0
128,68.0,0.0
129,68.0,0.0
130,75.0,0.2592592592592595
131,68.0,0.0
132,68.0,0.0
133,68.0,0.0
134,68.0,0.0
135,85.0,0.6296296296296298
136,70.0,0.0740740740740744
137,68.0,0.0
138,68.0,0.0
139,75.0,0.2592592592592595
140,69.0,0.0370370370370372
141,68.0,0.0
142,68.0,0.0
143,68.0,0.0
144,68.0,0.0
145,76.0,0.2962962962962967
146,68.0,0.0
147,68.0,0.0
148,68.0,0.0
149,68.0,0.0
150,68.0,0.0
151,68.0,0.0
152,70.0,0.0740740740740744
153,68.0,0.0
154,68.0,0.0
155,68.0,0.0
156,68.0,0.0
157,75.0,0.2592592592592595
158,68.0,0.0
159,68.0,0.0
160,68.0,0.0
161,75.0,0.2592592592592595
162,68.0,0.0
163,68.0,0.0
164,68.0,0.0
165,68.0,0.0
166,68.0,0.0
167,68.0,0.0
168,68.0,0.0
169,69.0,0.0370370370370372
170,68.0,0.0
171,76.0,0.2962962962962967
172,68.0,0.0
173,68.0,0.0
174,68.0,0.0
175,68.0,0.0
176,68.0,0.0
177,68.0,0.0
178,68.0,0.0
179,68.0,0.0
180,68.0,0.0
181,75.0,0.2592592592592595
182,79.0,0.40740740740740744
183,90.0,0.8148148148148149
184,68.0,0.0
185,76.0,0.2962962962962967
186,68.0,0.0
187,68.0,0.0
188,68.0,0.0
189,68.0,0.0
190,68.0,0.0
191,68.0,0.0
192,68.0,0.0
193,68.0,0.0
194,75.0,0.2592592592592595
195,79.0,0.40740740740740744
196,86.0,0.666666666666667
197,85.0,0.6296296296296298
198,76.0,0.2962962962962967
199,68.0,0.0
200,68.0,0.0
201,86.0,0.666666666666667
202,68.0,0.0
203,68.0,0.0
204,70.0,0.0740740740740744
205,68.0,0.0
206,75.0,0.2592592592592595
207,68.0,0.0
208,68.0,0.0
209,68.0,0.0
210,79.0,0.40740740740740744
211,68.0,0.0
212,68.0,0.0
213,88.0,0.7407407407407409
214,75.0,0.2592592592592595
215,68.0,0.0
216,68.0,0.0
217,68.0,0.0
218,68.0,0.0
219,75.0,0.2592592592592595
220,68.0,0.0
221,79.0,0.40740740740740744
222,68.0,0.0
223,68.0,0.0
224,80.0,0.44444444444444464
225,68.0,0.0
226,68.0,0.0
227,79.0,0.40740740740740744
228,68.0,0.0
229,75.0,0.2592592592592595
230,68.0,0.0
231,68.0,0.0
232,75.0,0.2592592592592595
233,68.0,0.0
234,76.0,0.2962962962962967
235,68.0,0.0
236,68.0,0.0
237,68.0,0.0
238,68.0,0.0
239,79.0,0.40740740740740744
240,68.0,0.0
241,68.0,0.0
242,68.0,0.0
243,75.0,0.2592592592592595
244,68.0,0.0
245,68.0,0.0
246,69.0,0.0370370370370372
247,69.0,0.0370370370370372
248,70.0,0.0740740740740744
249,69.0,0.0370370370370372
250,79.0,0.40740740740740744
251,79.0,0.40740740740740744
252,75.0,0.2592592592592595
253,68.0,0.0
254,76.0,0.2962962962962967
255,85.0,0.6296296296296298
256,68.0,0.0
257,68.0,0.0
258,68.0,0.0
259,75.0,0.2592592592592595
260,68.0,0.0
261,68.0,0.0
262,69.0,0.0370370370370372
263,68.0,0.0
264,68.0,0.0
265,68.0,0.0
266,70.0,0.0740740740740744
267,75.0,0.2592592592592595
268,68.0,0.0
269,68.0,0.0
270,68.0,0.0
271,68.0,0.0
272,68.0,0.0
273,68.0,0.0
274,75.0,0.2592592592592595
275,68.0,0.0
276,68.0,0.0
277,68.0,0.0
278,68.0,0.0
279,69.0,0.0370370370370372
280,68.0,0.0
281,68.0,0.0
282,68.0,0.0
283,68.0,0.0
284,79.0,0.40740740740740744
285,68.0,0.0
286,68.0,0.0
287,68.0,0.0
288,69.0,0.0370370370370372
289,68.0,0.0
290,68.0,0.0
291,68.0,0.0
292,86.0,0.666666666666667
293,80.0,0.44444444444444464
294,76.0,0.2962962962962967
295,68.0,0.0
296,68.0,0.0
297,68.0,0.0
298,70.0,0.0740740740740744
299,68.0,0.0
300,68.0,0.0
301,70.0,0.0740740740740744
302,68.0,0.0
303,68.0,0.0
304,68.0,0.0
305,68.0,0.0
306,69.0,0.0370370370370372
307,70.0,0.0740740740740744
308,68.0,0.0
309,68.0,0.0
310,79.0,0.40740740740740744
311,68.0,0.0
312,75.0,0.2592592592592595
313,68.0,0.0
314,68.0,0.0
315,75.0,0.2592592592592595
316,68.0,0.0
317,68.0,0.0
318,68.0,0.0
319,68.0,0.0
320,68.0,0.0
321,68.0,0.0
322,68.0,0.0
323,88.0,0.7407407407407409
324,68.0,0.0
325,68.0,0.0
326,69.0,0.0370370370370372
327,68.0,0.0
328,75.0,0.2592592592592595
329,68.0,0.0
330,68.0,0.0
331,80.0,0.44444444444444464
332,68.0,0.0
333,75.0,0.2592592592592595
334,68.0,0.0
335,69.0,0.0370370370370372
336,75.0,0.2592592592592595
337,70.0,0.0740740740740744
338,68.0,0.0
339,68.0,0.0
340,76.0,0.2962962962962967
341,68.0,0.0
342,68.0,0.0
343,68.0,0.0
344,68.0,0.0
345,68.0,0.0
346,68.0,0.0
347,68.0,0.0
348,68.0,0.0
349,68.0,0.0
350,75.0,0.2592592592592595
351,76.0,0.2962962962962967
352,69.0,0.0370370370370372
353,68.0,0.0
354,69.0,0.0370370370370372
355,75.0,0.2592592592592595
356,68.0,0.0
357,86.0,0.666666666666667
358,68.0,0.0
359,85.0,0.6296296296296298
360,68.0,0.0
361,69.0,0.0370370370370372
362,68.0,0.0
363,68.0,0.0
364,68.0,0.0
365,68.0,0.0
366,75.0,0.2592592592592595
367,69.0,0.0370370370370372
368,68.0,0.0
369,76.0,0.2962962962962967
370,68.0,0.0
371,68.0,0.0
372,69.0,0.0370370370370372
373,68.0,0.0
374,68.0,0.0
375,68.0,0.0
376,68.0,0.0
377,68.0,0.0
378,68.0,0.0
379,68.0,0.0
380,70.0,0.0740740740740744
381,70.0,0.0740740740740744
382,69.0,0.0370370370370372
383,75.0,0.2592592592592595
384,68.0,0.0
385,75.0,0.2592592592592595
386,68.0,0.0
387,68.0,0.0
388,68.0,0.0
389,68.0,0.0
390,68.0,0.0
391,68.0,0.0
392,85.0,0.6296296296296298
393,68.0,0.0
394,70.0,0.0740740740740744
395,69.0,0.0370370370370372
396,79.0,0.40740740740740744
397,68.0,0.0
398,69.0,0.0370370370370372
399,68.0,0.0
400,68.0,0.0
401,75.0,0.2592592592592595
402,85.0,0.6296296296296298
403,68.0,0.0
404,68.0,0.0
405,69.0,0.0370370370370372
406,69.0,0.0370370370370372
407,80.0,0.44444444444444464
408,75.0,0.2592592592592595
409,75.0,0.2592592592592595
410,70.0,0.0740740740740744
411,76.0,0.2962962962962967
412,68.0,0.0
413,69.0,0.0370370370370372
414,68.0,0.0
415,75.0,0.2592592592592595
416,70.0,0.0740740740740744
417,76.0,0.2962962962962967
418,68.0,0.0
419,68.0,0.0
420,68.0,0.0
421,68.0,0.0
422,68.0,0.0
423,68.0,0.0
424,68.0,0.0
425,69.0,0.0370370370370372
426,68.0,0.0
427,88.0,0.7407407407407409
428,68.0,0.0
429,70.0,0.0740740740740744
430,68.0,0.0
431,79.0,0.40740740740740744
432,80.0,0.44444444444444464
433,69.0,0.0370370370370372
434,68.0,0.0
435,75.0,0.2592592592592595
436,68.0,0.0
437,68.0,0.0
438,75.0,0.2592592592592595
439,68.0,0.0
440,76.0,0.2962962962962967
441,69.0,0.0370370370370372
442,85.0,0.6296296296296298
443,68.0,0.0
444,68.0,0.0
445,68.0,0.0
446,68.0,0.0
447,68.0,0.0
448,68.0,0.0
449,68.0,0.0
450,68.0,0.0
451,68.0,0.0
452,68.0,0.0
453,68.0,0.0
454,68.0,0.0
455,68.0,0.0
456,68.0,0.0
457,68.0,0.0
458,68.0,0.0
459,68.0,0.0
460,68.0,0.0
461,79.0,0.40740740740740744
462,69.0,0.0370370370370372
463,68.0,0.0
464,69.0,0.0370370370370372
465,68.0,0.0
466,68.0,0.0
467,68.0,0.0
468,68.0,0.0
469,68.0,0.0
470,68.0,0.0
471,68.0,0.0
472,68.0,0.0
473,68.0,0.0
474,68.0,0.0
475,68.0,0.0
476,95.0,1.0
477,68.0,0.0
478,95.0,1.0
479,68.0,0.0
480,68.0,0.0
481,69.0,0.0370370370370372
482,68.0,0.0
483,68.0,0.0
484,75.0,0.2592592592592595
485,86.0,0.666666666666667
486,68.0,0.0
487,68.0,0.0
488,76.0,0.2962962962962967
489,75.0,0.2592592592592595
490,68.0,0.0
491,68.0,0.0
492,68.0,0.0
493,68.0,0.0
494,79.0,0.40740740740740744
495,68.0,0.0
496,68.0,0.0
497,68.0,0.0
498,68.0,0.0
499,68.0,0.0
500,68.0,0.0
501,68.0,0.0
502,75.0,0.2592592592592595
503,68.0,0.0
504,68.0,0.0
505,79.0,0.40740740740740744
506,79.0,0.40740740740740744
507,85.0,0.6296296296296298
508,68.0,0.0
509,68.0,0.0
510,68.0,0.0
511,76.0,0.2962962962962967
512,86.0,0.666666666666667
513,69.0,0.0370370370370372
514,68.0,0.0
515,95.0,1.0
516,68.0,0.0
517,68.0,0.0
518,68.0,0.0
519,68.0,0.0
520,68.0,0.0
521,68.0,0.0
522,68.0,0.0
523,69.0,0.0370370370370372
524,85.0,0.6296296296296298
525,68.0,0.0
526,68.0,0.0
527,68.0,0.0
528,68.0,0.0
529,68.0,0.0
530,68.0,0.0
531,69.0,0.0370370370370372
532,70.0,0.0740740740740744
533,79.0,0.40740740740740744
534,69.0,0.0370370370370372
535,68.0,0.0
536,68.0,0.0
537,76.0,0.2962962962962967
538,68.0,0.0
539,68.0,0.0
540,68.0,0.0
541,70.0,0.0740740740740744
542,76.0,0.2962962962962967
543,69.0,0.0370370370370372
544,69.0,0.0370370370370372
545,86.0,0.666666666666667
546,79.0,0.40740740740740744
547,76.0,0.2962962962962967
548,68.0,0.0
549,70.0,0.0740740740740744
550,75.0,0.2592592592592595
551,68.0,0.0
552,68.0,0.0
553,68.0,0.0
554,68.0,0.0
555,68.0,0.0
556,68.0,0.0
557,68.0,0.0
558,68.0,0.0
559,68.0,0.0
560,68.0,0.0
561,68.0,0.0
562,68.0,0.0
563,68.0,0.0
564,68.0,0.0
565,68.0,0.0
566,69.0,0.0370370370370372
567,68.0,0.0
568,68.0,0.0
569,68.0,0.0
570,68.0,0.0
571,68.0,0.0
572,70.0,0.0740740740740744
573,70.0,0.0740740740740744
574,68.0,0.0
575,68.0,0.0
576,68.0,0.0
577,69.0,0.0370370370370372
578,68.0,0.0
579,75.0,0.2592592592592595
580,79.0,0.40740740740740744
581,68.0,0.0
582,68.0,0.0
583,68.0,0.0
584,68.0,0.0
585,68.0,0.0
586,68.0,0.0
587,68.0,0.0
588,68.0,0.0
589,76.0,0.2962962962962967
590,68.0,0.0
591,68.0,0.0
592,68.0,0.0
593,68.0,0.0
594,80.0,0.44444444444444464
595,68.0,0.0
596,80.0,0.44444444444444464
597,70.0,0.0740740740740744
598,68.0,0.0
599,68.0,0.0
600,68.0,0.0
601,69.0,0.0370370370370372
602,68.0,0.0
603,68.0,0.0
604,69.0,0.0370370370370372
605,68.0,0.0
606,68.0,0.0
607,85.0,0.6296296296296298
608,75.0,0.2592592592592595
609,68.0,0.0
610,68.0,0.0
611,86.0,0.666666666666667
612,68.0,0.0
613,68.0,0.0
614,76.0,0.2962962962962967
615,69.0,0.0370370370370372
616,68.0,0.0
617,70.0,0.0740740740740744
618,68.0,0.0
619,68.0,0.0
620,68.0,0.0
621,68.0,0.0
622,80.0,0.44444444444444464
623,68.0,0.0
624,69.0,0.0370370370370372
625,68.0,0.0
626,69.0,0.0370370370370372
627,69.0,0.0370370370370372
628,68.0,0.0
629,68.0,0.0
630,68.0,0.0
631,68.0,0.0
632,68.0,0.0
633,68.0,0.0
634,68.0,0.0
635,69.0,0.0370370370370372
636,68.0,0.0
637,68.0,0.0
638,68.0,0.0
639,68.0,0.0
640,68.0,0.0
641,69.0,0.0370370370370372
642,68.0,0.0
643,68.0,0.0
644,68.0,0.0
645,68.0,0.0
646,68.0,0.0
647,69.0,0.0370370370370372
648,68.0,0.0
649,68.0,0.0
650,76.0,0.2962962962962967
651,68.0,0.0
652,85.0,0.6296296296296298
653,68.0,0.0
654,68.0,0.0
655,68.0,0.0
656,80.0,0.44444444444444464
657,68.0,0.0
658,68.0,0.0
659,80.0,0.44444444444444464
660,68.0,0.0
661,69.0,0.0370370370370372
662,68.0,0.0
663,68.0,0.0
664,68.0,0.0
665,68.0,0.0
666,68.0,0.0
667,68.0,0.0
668,79.0,0.40740740740740744
669,68.0,0.0
670,76.0,0.2962962962962967
671,68.0,0.0
672,68.0,0.0
673,79.0,0.40740740740740744
674,86.0,0.666666666666667
675,68.0,0.0
676,80.0,0.44444444444444464
677,68.0,0.0
678,68.0,0.0
679,68.0,0.0
680,68.0,0.0
681,68.0,0.0
682,68.0,0.0
683,68.0,0.0
684,75.0,0.2592592592592595
685,76.0,0.2962962962962967
686,68.0,0.0
687,70.0,0.0740740740740744
688,68.0,0.0
689,68.0,0.0
690,80.0,0.44444444444444464
691,68.0,0.0
692,68.0,0.0
693,85.0,0.6296296296296298
694,76.0,0.2962962962962967
695,76.0,0.2962962962962967
696,68.0,0.0
697,68.0,0.0
698,68.0,0.0
699,80.0,0.44444444444444464
700,68.0,0.0
701,68.0,0.0
702,68.0,0.0
703,68.0,0.0
704,75.0,0.2592592592592595
705,68.0,0.0
706,68.0,0.0
707,68.0,0.0
708,68.0,0.0
709,68.0,0.0
710,68.0,0.0
711,68.0,0.0
712,68.0,0.0
713,68.0,0.0
714,69.0,0.0370370370370372
715,69.0,0.0370370370370372
716,68.0,0.0
717,68.0,0.0
718,68.0,0.0
719,76.0,0.2962962962962967
720,68.0,0.0
721,69.0,0.0370370370370372
722,68.0,0.0
723,69.0,0.0370370370370372
724,68.0,0.0
725,68.0,0.0
726,79.0,0.40740740740740744
727,75.0,0.2592592592592595
728,75.0,0.2592592592592595
729,68.0,0.0
730,70.0,0.0740740740740744
731,68.0,0.0
732,68.0,0.0
733,69.0,0.0370370370370372
734,68.0,0.0
735,68.0,0.0
736,68.0,0.0
737,68.0,0.0
738,76.0,0.2962962962962967
739,68.0,0.0
740,68.0,0.0
741,79.0,0.40740740740740744
742,75.0,0.2592592592592595
743,69.0,0.0370370370370372
744,68.0,0.0
745,70.0,0.0740740740740744
746,68.0,0.0
747,68.0,0.0
748,68.0,0.0
749,68.0,0.0
750,80.0,0.44444444444444464
751,68.0,0.0
752,68.0,0.0
753,68.0,0.0
754,68.0,0.0
755,68.0,0.0
756,68.0,0.0
757,76.0,0.2962962962962967
758,68.0,0.0
759,68.0,0.0
760,69.0,0.0370370370370372
761,75.0,0.2592592592592595
762,88.0,0.7407407407407409
763,68.0,0.0
764,68.0,0.0
765,70.0,0.0740740740740744
766,68.0,0.0
767,68.0,0.0
768,85.0,0.6296296296296298
769,68.0,0.0
770,68.0,0.0
771,69.0,0.0370370370370372
772,75.0,0.2592592592592595
773,68.0,0.0
774,68.0,0.0
775,68.0,0.0
776,68.0,0.0
777,68.0,0.0
778,68.0,0.0
779,68.0,0.0
780,68.0,0.0
781,68.0,0.0
782,68.0,0.0
783,70.0,0.0740740740740744
784,68.0,0.0
785,68.0,0.0
786,68.0,0.0
787,68.0,0.0
788,68.0,0.0
789,68.0,0.0
790,80.0,0.44444444444444464
791,85.0,0.6296296296296298
792,68.0,0.0
793,68.0,0.0
794,68.0,0.0
795,79.0,0.40740740740740744
796,76.0,0.2962962962962967
797,68.0,0.0
798,68.0,0.0
799,68.0,0.0
800,86.0,0.666666666666667
801,70.0,0.0740740740740744
802,68.0,0.0
803,79.0,0.40740740740740744
804,68.0,0.0
805,75.0,0.2592592592592595
806,79.0,0.40740740740740744
807,69.0,0.0370370370370372
808,68.0,0.0
809,75.0,0.2592592592592595
810,70.0,0.0740740740740744
811,68.0,0.0
812,68.0,0.0
813,68.0,0.0
814,68.0,0.0
815,68.0,0.0
816,68.0,0.0
817,79.0,0.40740740740740744
818,68.0,0.0
819,86.0,0.666666666666667
820,68.0,0.0
821,76.0,0.2962962962962967
822,68.0,0.0
823,86.0,0.666666666666667
824,68.0,0.0
825,68.0,0.0
826,76.0,0.2962962962962967
827,68.0,0.0
828,68.0,0.0
829,75.0,0.2592592592592595
830,75.0,0.2592592592592595
831,79.0,0.40740740740740744
832,68.0,0.0
833,68.0,0.0
834,68.0,0.0
835,68.0,0.0
836,75.0,0.2592592592592595
837,69.0,0.0370370370370372
838,68.0,0.0
839,68.0,0.0
840,85.0,0.6296296296296298
841,68.0,0.0
842,69.0,0.0370370370370372
843,68.0,0.0
844,68.0,0.0
845,79.0,0.40740740740740744
846,68.0,0.0
847,70.0,0.0740740740740744
848,68.0,0.0
849,76.0,0.2962962962962967
850,79.0,0.40740740740740744
851,68.0,0.0
852,68.0,0.0
853,68.0,0.0
854,70.0,0.0740740740740744
855,68.0,0.0
856,68.0,0.0
857,68.0,0.0
858,79.0,0.40740740740740744
859,68.0,0.0
860,68.0,0.0
861,68.0,0.0
862,68.0,0.0
863,68.0,0.0
864,68.0,0.0
865,69.0,0.0370370370370372
866,68.0,0.0
867,69.0,0.0370370370370372
868,68.0,0.0
869,69.0,0.0370370370370372
870,69.0,0.0370370370370372
871,68.0,0.0
872,76.0,0.2962962962962967
873,68.0,0.0
874,70.0,0.0740740740740744
875,68.0,0.0
876,68.0,0.0
877,68.0,0.0
878,70.0,0.0740740740740744
879,68.0,0.0
880,76.0,0.2962962962962967
881,68.0,0.0
882,68.0,0.0
883,68.0,0.0
884,68.0,0.0
885,68.0,0.0
886,68.0,0.0
887,68.0,0.0
888,68.0,0.0
889,68.0,0.0
890,76.0,0.2962962962962967
891,76.0,0.2962962962962967
892,68.0,0.0
893,68.0,0.0
894,70.0,0.0740740740740744
895,76.0,0.2962962962962967
896,68.0,0.0
897,70.0,0.0740740740740744
898,69.0,0.0370370370370372
899,68.0,0.0
900,68.0,0.0
901,70.0,0.0740740740740744
902,68.0,0.0
903,75.0,0.2592592592592595
904,68.0,0.0
905,68.0,0.0
906,76.0,0.2962962962962967
907,68.0,0.0
908,68.0,0.0
909,68.0,0.0
910,69.0,0.0370370370370372
911,68.0,0.0
912,68.0,0.0
913,68.0,0.0
914,85.0,0.6296296296296298
915,86.0,0.666666666666667
916,69.0,0.0370370370370372
917,68.0,0.0
918,68.0,0.0
919,86.0,0.666666666666667
920,68.0,0.0
921,69.0,0.0370370370370372
922,68.0,0.0
923,76.0,0.2962962962962967
924,68.0,0.0
925,68.0,0.0
926,68.0,0.0
927,68.0,0.0
928,69.0,0.0370370370370372
929,86.0,0.666666666666667
930,68.0,0.0
931,68.0,0.0
932,68.0,0.0
933,68.0,0.0
934,68.0,0.0
935,68.0,0.0
936,68.0,0.0
937,68.0,0.0
938,68.0,0.0
939,68.0,0.0
940,68.0,0.0
941,76.0,0.2962962962962967
942,68.0,0.0
943,68.0,0.0
944,68.0,0.0
945,68.0,0.0
946,68.0,0.0
947,68.0,0.0
948,68.0,0.0
949,68.0,0.0
950,75.0,0.2592592592592595
951,68.0,0.0
952,75.0,0.2592592592592595
953,75.0,0.2592592592592595
954,68.0,0.0
955,68.0,0.0
956,68.0,0.0
957,68.0,0.0
958,85.0,0.6296296296296298
959,68.0,0.0
960,68.0,0.0
961,68.0,0.0
962,68.0,0.0
963,95.0,1.0
964,68.0,0.0
965,68.0,0.0
966,68.0,0.0
967,68.0,0.0
968,85.0,0.6296296296296298
969,69.0,0.0370370370370372
970,68.0,0.0
971,68.0,0.0
972,68.0,0.0
973,68.0,0.0
974,68.0,0.0
975,68.0,0.0
976,68.0,0.0
977,68.0,0.0
978,68.0,0.0
979,68.0,0.0
980,68.0,0.0
981,69.0,0.0370370370370372
982,68.0,0.0
983,68.0,0.0
984,68.0,0.0
985,68.0,0.0
986,68.0,0.0
987,80.0,0.44444444444444464
988,68.0,0.0
989,68.0,0.0
990,68.0,0.0
991,70.0,0.0740740740740744
992,68.0,0.0
993,68.0,0.0
994,76.0,0.2962962962962967
995,68.0,0.0
996,68.0,0.0
997,85.0,0.6296296296296298
998,68.0,0.0
999,68.0,0.0
1000,70.0,0.0740740740740744
1001,68.0,0.0
1002,68.0,0.0
1003,68.0,0.0
1004,79.0,0.40740740740740744
1005,68.0,0.0
1006,69.0,0.0370370370370372
1007,69.0,0.0370370370370372
1008,68.0,0.0
1009,68.0,0.0
1010,68.0,0.0
1011,68.0,0.0
1012,70.0,0.0740740740740744
1013,69.0,0.0370370370370372
1014,68.0,0.0
1015,68.0,0.0
1016,68.0,0.0
1017,68.0,0.0
1018,68.0,0.0
1019,70.0,0.0740740740740744
1020,86.0,0.666666666666667
1021,69.0,0.0370370370370372
1022,68.0,0.0
1023,68.0,0.0
1024,68.0,0.0
1025,76.0,0.2962962962962967
1026,75.0,0.2592592592592595
1027,76.0,0.2962962962962967
1028,68.0,0.0
1029,68.0,0.0
1030,69.0,0.0370370370370372
1031,70.0,0.0740740740740744
1032,68.0,0.0
1033,68.0,0.0
1034,80.0,0.44444444444444464
1035,68.0,0.0
1036,86.0,0.666666666666667
1037,68.0,0.0
1038,68.0,0.0
1039,68.0,0.0
1040,68.0,0.0
1041,75.0,0.2592592592592595
1042,80.0,0.44444444444444464
1043,68.0,0.0
1044,68.0,0.0
1045,68.0,0.0
1046,80.0,0.44444444444444464
1047,79.0,0.40740740740740744
1048,68.0,0.0
1049,68.0,0.0
1050,68.0,0.0
1051,69.0,0.0370370370370372
1052,75.0,0.2592592592592595
1053,76.0,0.2962962962962967
1054,68.0,0.0
1055,69.0,0.0370370370370372
1056,68.0,0.0
1057,69.0,0.0370370370370372
1058,68.0,0.0
1059,68.0,0.0
1060,75.0,0.2592592592592595
1061,75.0,0.2592592592592595
1062,68.0,0.0
1063,95.0,1.0
1064,68.0,0.0
1065,76.0,0.2962962962962967
1066,75.0,0.2592592592592595
1067,68.0,0.0
1068,68.0,0.0
1069,79.0,0.40740740740740744
1070,69.0,0.0370370370370372
1071,76.0,0.2962962962962967
1072,86.0,0.666666666666667
1073,75.0,0.2592592592592595
1074,68.0,0.0
1075,68.0,0.0
